CELEX_FROM,NUMBER_FROM,CELEX_TO,NUMBER_TO
62021CJ0495,37,62012CJ0109,44
62021CJ0495,42,62011CJ0308,30
62021CJ0495,43,62007CJ0140,39
62021CJ0495,46,62005CJ0319,46
62021CJ0495,47,62005CJ0319,44
62021CJ0495,47,62005CJ0319,46
62021CJ0495,47,62005CJ0319,47
62021CJ0497,36,62020CJ0008,30
62021CJ0497,38,62020CJ0008,31
62021CJ0497,50,62020CJ0008,44
62021CJ0497,53,62020CJ0008,47
62021CJ0499,29,61988CJ0152,11
62021CJ0499,31,61989CJ0309,21
62021CJ0499,31,61989CJ0309,22
62021CJ0499,39,62012CJ0274,19
62021CJ0499,39,62014CJ0033,59
62021CJ0499,40,61993CJ0019,13
62021CJ0499,40,62009CJ0401,49
62021CJ0499,40,62014CJ0033,55
62021CJ0499,40,62014CJ0033,58
62021CJ0499,40,62015CJ0596,85
62021CJ0499,41,62014CJ0033,62
62021CJ0499,43,62018CJ0621,50
62021CJ0499,43,62020CJ0673,53
62021CJ0499,44,62020CJ0673,57
62021CJ0499,45,62020CJ0673,59
62021CJ0499,48,62021CJ0130,43
62021CJ0501,48,62011CJ0583,60
62021CJ0501,55,62020CJ0673,53
62021CJ0501,62,62012CJ0274,19
62021CJ0501,62,62014CJ0033,59
62021CJ0501,63,61993CJ0019,13
62021CJ0501,63,62009CJ0401,49
62021CJ0501,63,62014CJ0033,55
62021CJ0501,63,62014CJ0033,58
62021CJ0501,63,62015CJ0596,85
62021CJ0501,64,62014CJ0033,62
62021CJ0501,66,62018CJ0621,50
62021CJ0501,67,62020CJ0673,57
62021CJ0501,68,62020CJ0673,59
62021CJ0501,71,62021CJ0130,43
62021CJ0507,50,62011CJ0247,54
62021CJ0507,59,62016CJ0612,41
62021CJ0507,59,62016CJ0612,42
62021CJ0507,59,62016CJ0612,43
62021CJ0507,59,62016CJ0612,44
62021CJ0507,65,62016CJ0612,66
62021CJ0507,66,62016CJ0256,68
62021CJ0507,66,62016CJ0256,70
62021CJ0507,66,62016CJ0612,49
62021CJ0507,67,62016CJ0256,78
62021CJ0507,81,62016CJ0622,48
62021CJ0507,83,62016CJ0256,83
62021CJ0507,84,62016CJ0256,84
62021CJ0507,87,62001CJ0076,91
62021CJ0508,59,62013CJ0518,16
62021CJ0508,62,62010CJ0399,109
62021CJ0508,65,62014CJ0606,62
62021CJ0508,65,62014CJ0606,63
62021CJ0508,66,61997CJ0200,42
62021CJ0508,66,61997CJ0200,43
62021CJ0508,66,61997CJ0295,41
62021CJ0508,66,61997CJ0295,42
62021CJ0508,66,61997CJ0295,43
62021CJ0508,69,62021CJ0578,53
62021CJ0508,70,62021CJ0578,54
62021CJ0508,71,62021CJ0578,55
62021CJ0508,72,62018CJ0817,81
62021CJ0508,72,62019CJ0647,115
62021CJ0508,75,62010CJ0399,99
62021CJ0508,76,62013CJ0518,33
62021CJ0508,77,62013CJ0518,34
62021CJ0508,78,61991CJ0072,21
62021CJ0508,83,62013CJ0518,36
62021CJ0508,86,62014CJ0194,40
62021CJ0508,86,62019CJ0870,49
62021CJ0508,87,62006CJ0266,40
62021CJ0508,87,62006CJ0266,46
62021CJ0508,92,62014CJ0194,41
62021CJ0508,111,62013CJ0518,36
62021CJ0510,22,62018CJ0532,35
62021CJ0510,22,62018CJ0532,41
62021CJ0510,22,62020CJ0589,20
62021CJ0510,25,62020CJ0070,36
62021CJ0510,26,62018CJ0532,40
62021CJ0510,27,62020CJ0589,22
62021CJ0511,19,62019CJ0126,69
62021CJ0511,20,61993CJ0448,17
62021CJ0511,39,62017CJ0561,47
62021CJ0511,44,62019CJ0126,67
62021CJ0511,45,62019CJ0126,68
62021CJ0511,47,62019CJ0126,70
62021CJ0511,48,61986CJ0078,15
62021CJ0511,49,61993CJ0448,17
62021CJ0511,49,61993CJ0448,19
62021CJ0511,50,61987CJ0164,19
62021CJ0511,51,62002CJ0189,237
62021CJ0511,51,62019CJ0126,75
62021CJ0511,58,62019CJ0114,43
62021CJ0511,64,62016CJ0624,48
62021CJ0512,26,62004CJ0439,54
62021CJ0512,26,62004CJ0439,55
62021CJ0512,26,62020CJ0281,45
62021CJ0512,27,62004CJ0439,59
62021CJ0512,27,62011CJ0080,45
62021CJ0512,27,62020CJ0281,46
62021CJ0512,28,62020CJ0281,48
62021CJ0512,29,62020CJ0281,49
62021CJ0512,30,62020CJ0281,50
62021CJ0512,31,62020CJ0281,51
62021CJ0512,32,62020CJ0281,52
62021CJ0512,40,62020CJ0281,47
62021CJ0512,48,62011CJ0080,54
62021CJ0512,48,62011CJ0080,59
62021CJ0512,48,62016CJ0101,52
62021CJ0512,49,62011CJ0080,60
62021CJ0512,50,62016CJ0101,51
62021CJ0512,51,62011CJ0080,61
62021CJ0512,51,62019CJ0430,47
62021CJ0512,53,62020CJ0596,37
62021CJ0512,57,62018CJ0329,41
62021CJ0512,60,62018CJ0189,62
62021CJ0512,62,62014CJ0419,87
62021CJ0512,62,62014CJ0419,88
62021CJ0512,62,62014CJ0419,89
62021CJ0512,62,62018CJ0189,66
62021CJ0512,62,62018CJ0189,67
62021CJ0512,62,62018CJ0189,68
62021CJ0513,25,62021CJ0366,52
62021CJ0513,28,62019CJ0851,33
62021CJ0513,37,62002CJ0301,60
62021CJ0513,37,62002CJ0301,61
62021CJ0513,38,62002CJ0301,58
62021CJ0513,38,62002CJ0301,59
62021CJ0513,41,62020CJ0160,41
62021CJ0513,42,61985CJ0005,39
62021CJ0513,47,62019CJ0894,80
62021CJ0513,53,62002CJ0301,78
62021CJ0513,53,62018CJ0831,93
62021CJ0513,53,62021CJ0063,32
62021CJ0513,56,62019CJ0851,32
62021CJ0513,73,62021CJ0447,48
62021CJ0513,74,62018CJ0596,25
62021CJ0513,74,62020CJ0640,134
62021CJ0513,80,62019CJ0440,62
62021CJ0513,91,62016CJ0100,32
62021CJ0514,46,62021CJ0158,67
62021CJ0514,47,62021CJ0158,68
62021CJ0514,48,62020CJ0416,38
62021CJ0514,49,62020CJ0416,35
62021CJ0514,49,62020CJ0416,36
62021CJ0514,50,62020CJ0416,39
62021CJ0514,51,62020CJ0420,55
62021CJ0514,52,62017CJ0270,74
62021CJ0514,52,62017CJ0571,64
62021CJ0514,53,62017CJ0571,77
62021CJ0514,54,62017CJ0571,80
62021CJ0514,56,62017CJ0270,87
62021CJ0514,56,62017CJ0270,88
62021CJ0514,56,62021CJ0158,88
62021CJ0514,57,62016CJ0367,49
62021CJ0514,57,62016CJ0367,50
62021CJ0514,57,62021CJ0563,47
62021CJ0514,59,62017CJ0271,85
62021CJ0514,59,62017CJ0571,75
62021CJ0514,60,62020CJ0420,54
62021CJ0514,60,62020CJ0420,55
62021CJ0514,60,62020CJ0420,56
62021CJ0514,66,62017CJ0271,94
62021CJ0514,71,62017CJ0571,71
62021CJ0514,73,62011CJ0399,44
62021CJ0514,73,62011CJ0399,53
62021CJ0514,76,62020CJ0665,43
62021CJ0514,76,62020CJ0665,44
62021CJ0514,77,62020CJ0665,47
62021CJ0514,78,62020CJ0416,51
62021CJ0514,78,62020CJ0416,52
62021CJ0514,79,62021CJ0168,60
62021CJ0514,81,62021CJ0158,132
62021CJ0514,85,62021CJ0158,72
62021CJ0514,86,62021CJ0158,97
62021CJ0514,88,62021CJ0158,69
62021CJ0514,88,62021CJ0158,70
62021CJ0514,89,62021CJ0158,73
62021CJ0516,19,61988CJ0173,17
62021CJ0516,19,61988CJ0173,18
62021CJ0516,22,62019CJ0215,43
62021CJ0516,28,62019CJ0907,19
62021CJ0516,29,62019CJ0907,20
62021CJ0516,30,62019CJ0907,21
62021CJ0516,31,61996CJ0349,32
62021CJ0516,31,62005CJ0453,20
62021CJ0516,32,62011CJ0392,28
62021CJ0516,32,62018CJ0017,39
62021CJ0516,32,62018CJ0017,40
62021CJ0516,32,62018CJ0017,41
62021CJ0516,33,61988CJ0173,14
62021CJ0516,33,61988CJ0173,15
62021CJ0516,33,61988CJ0173,16
62021CJ0516,33,61988CJ0173,17
62021CJ0516,35,62018CJ0017,37
62021CJ0516,36,62016CJ0463,26
62021CJ0519,44,62009CJ0368,43
62021CJ0519,44,62012CJ0271,34
62021CJ0519,46,62016CJ0664,44
62021CJ0519,51,62021CJ0229,40
62021CJ0519,52,62021CJ0572,22
62021CJ0519,57,62018CJ0071,35
62021CJ0519,58,62018CJ0071,36
62021CJ0519,59,62018CJ0071,37
62021CJ0519,60,62018CJ0071,38
62021CJ0519,61,62018CJ0071,39
62021CJ0519,62,62017CJ0153,32
62021CJ0519,62,62017CJ0153,33
62021CJ0519,69,62019CJ0312,39
62021CJ0519,70,62019CJ0312,40
62021CJ0519,71,62019CJ0312,41
62021CJ0519,73,62019CJ0449,31
62021CJ0519,80,62019CJ0868,35
62021CJ0519,81,62019CJ0868,36
62021CJ0519,85,62019CJ0868,57
62021CJ0519,86,62019CJ0868,58
62021CJ0519,88,62019CJ0449,48
62021CJ0519,88,62019CJ0868,65
62021CJ0519,93,62020CJ0009,47
62021CJ0519,94,62020CJ0009,48
62021CJ0519,95,62016CJ0664,39
62021CJ0519,96,62016CJ0664,40
62021CJ0519,97,62016CJ0664,41
62021CJ0519,98,62016CJ0664,42
62021CJ0519,99,62016CJ0664,43
62021CJ0519,100,62016CJ0664,44
62021CJ0519,105,62020CJ0181,47
62021CJ0520,35,62021CJ0100,43
62021CJ0520,36,62021CJ0100,44
62021CJ0520,41,62021CJ0164,32
62021CJ0520,42,62021CJ0164,33
62021CJ0520,48,62020CJ0019,97
62021CJ0520,49,62020CJ0019,98
62021CJ0520,52,62018CJ0242,47
62021CJ0520,54,62017CJ0070,49
62021CJ0520,55,62017CJ0070,50
62021CJ0520,56,62019CJ0776,36
62021CJ0520,56,62021CJ0080,58
62021CJ0520,57,62015CJ0154,61
62021CJ0520,58,62015CJ0154,62
62021CJ0520,58,62015CJ0154,63
62021CJ0520,59,62015CJ0154,64
62021CJ0520,60,62015CJ0154,65
62021CJ0520,61,62015CJ0154,66
62021CJ0520,65,62020CJ0472,50
62021CJ0520,65,62020CJ0472,55
62021CJ0520,73,62011CJ0415,74
62021CJ0520,73,62021CJ0769,34
62021CJ0520,77,62010CJ0618,69
62021CJ0522,25,62018CJ0311,73
62021CJ0522,26,62020CJ0642,29
62021CJ0522,34,62014CJ0242,22
62021CJ0522,35,62013CJ0065,44
62021CJ0522,36,62014CJ0481,33
62021CJ0522,36,62014CJ0481,43
62021CJ0522,37,62014CJ0481,34
62021CJ0522,38,62014CJ0481,35
62021CJ0522,39,62014CJ0481,31
62021CJ0522,40,62014CJ0481,32
62021CJ0522,41,62014CJ0481,56
62021CJ0522,42,62014CJ0481,57
62021CJ0522,43,62014CJ0481,59
62021CJ0524,37,62012CJ0247,39
62021CJ0524,37,62012CJ0247,41
62021CJ0524,40,62017CJ0338,30
62021CJ0524,53,62008CJ0069,38
62021CJ0524,54,62001CJ0125,34
62021CJ0524,54,62008CJ0069,39
62021CJ0524,58,62017CJ0338,28
62021CJ0524,60,62001CJ0125,36
62021CJ0524,60,62008CJ0069,43
62021CJ0528,49,62021CJ0039,61
62021CJ0528,52,62020CJ0436,41
62021CJ0528,55,62021CJ0825,35
62021CJ0528,57,62009CJ0034,42
62021CJ0528,57,62018CJ0836,37
62021CJ0528,58,62009CJ0034,43
62021CJ0528,58,62009CJ0034,44
62021CJ0528,58,62019CJ0532,45
62021CJ0528,59,62016CJ0082,52
62021CJ0528,59,62019CJ0532,46
62021CJ0528,60,62014CJ0304,32
62021CJ0528,61,62016CJ0082,65
62021CJ0528,61,62016CJ0082,71
62021CJ0528,61,62016CJ0082,72
62021CJ0528,61,62016CJ0082,73
62021CJ0528,61,62016CJ0082,74
62021CJ0528,61,62016CJ0082,75
62021CJ0528,61,62019CJ0532,56
62021CJ0528,61,62019CJ0532,64
62021CJ0528,61,62019CJ0532,65
62021CJ0528,61,62019CJ0532,66
62021CJ0528,61,62019CJ0532,67
62021CJ0528,61,62019CJ0532,68
62021CJ0528,61,62019CJ0532,69
62021CJ0528,63,62012CJ0086,34
62021CJ0528,63,62012CJ0086,35
62021CJ0528,64,62017CJ0240,42
62021CJ0528,65,62018CJ0836,53
62021CJ0528,67,62016CJ0082,92
62021CJ0528,68,62019CJ0532,53
62021CJ0528,72,62016CJ0082,100
62021CJ0528,73,62021CJ0069,52
62021CJ0528,74,62021CJ0069,53
62021CJ0528,75,62019CJ0673,35
62021CJ0528,76,62016CJ0082,86
62021CJ0528,77,62018CJ0806,32
62021CJ0528,81,62017CJ0240,48
62021CJ0528,82,62008CJ0046,69
62021CJ0528,82,62019CJ0658,19
62021CJ0528,89,62021CJ0069,55
62021CJ0528,90,62020CJ0112,43
62021CJ0528,94,62001CJ0397,103
62021CJ0528,94,62020CJ0205,17
62021CJ0528,95,61981CJ0008,25
62021CJ0528,95,62020CJ0205,18
62021CJ0528,95,62020CJ0205,19
62021CJ0528,98,62020CJ0205,30
62021CJ0528,99,62003CJ0105,47
62021CJ0528,99,62020CJ0205,35
62021CJ0528,99,62020CJ0205,36
62021CJ0528,100,62017CJ0573,58
62021CJ0528,100,62017CJ0573,61
62021CJ0528,100,62020CJ0205,37
62021CJ0528,109,62016CJ0181,52
62021CJ0528,109,62017CJ0556,55
62021CJ0528,109,62017CJ0556,56
62021CJ0528,109,62017CJ0556,57
62021CJ0528,109,62017CJ0556,58
62021CJ0528,109,62017CJ0556,59
62021CJ0528,109,62017CJ0556,66
62021CJ0528,109,62018CJ0752,35
62021CJ0528,109,62018CJ0752,36
62021CJ0528,111,62019CJ0487,142
62021CJ0529,35,62010CJ0337,20
62021CJ0529,36,62010CJ0337,21
62021CJ0529,37,62019CJ0742,56
62021CJ0529,38,62001CJ0397,57
62021CJ0529,39,62015CJ0518,27
62021CJ0529,44,62019CJ0742,31
62021CJ0529,44,62020CJ0262,33
62021CJ0529,49,62020CJ0262,48
62021CJ0529,50,62020CJ0262,51
62021CJ0529,51,62020CJ0262,53
62021CJ0529,52,62020CJ0262,58
62021CJ0529,53,62020CJ0262,60
62021CJ0529,54,62020CJ0262,61
62021CJ0529,54,62020CJ0262,62
62021CJ0529,54,62020CJ0262,63
62021CJ0529,55,62020CJ0262,65
62021CJ0529,56,62020CJ0262,67
62021CJ0529,57,62020CJ0262,70
62021CJ0529,58,62020CJ0262,71
62021CJ0529,60,62020CJ0262,67
62021CJ0529,63,62020CJ0262,80
62021CJ0540,37,62011CJ0012,62
62021CJ0540,53,62021CJ0396,29
62021CJ0540,63,62019CJ0578,37
62021CJ0540,67,62019CJ0081,33
62021CJ0540,73,62011CJ0012,62
62021CJ0540,77,62020CJ0348,69
62021CJ0540,79,62002CJ0099,22
62021CJ0540,79,62014CJ0591,44
62021CJ0540,81,62000CJ0001,131
62021CJ0540,81,62008CJ0297,85
62021CJ0540,86,62011CJ0241,48
62021CJ0540,86,62013CJ0395,51
62021CJ0542,21,62019CJ0340,33
62021CJ0542,22,62019CJ0822,34
62021CJ0542,22,62020CJ0197,31
62021CJ0542,23,62017CJ0372,23
62021CJ0542,23,62019CJ0340,36
62021CJ0542,23,62020CJ0197,32
62021CJ0542,26,62013CJ0297,46
62021CJ0543,13,62014CJ0476,37
62021CJ0543,19,62014CJ0476,37
62021CJ0543,28,62005CJ0457,27
62021CJ0545,22,61989CJ0241,8
62021CJ0545,22,62016CJ0074,36
62021CJ0545,22,62021CJ0666,22
62021CJ0545,28,62018CJ0743,59
62021CJ0545,28,62018CJ0743,63
62021CJ0545,29,62018CJ0743,51
62021CJ0545,30,62018CJ0743,52
62021CJ0545,30,62018CJ0743,53
62021CJ0545,31,62014CJ0406,43
62021CJ0545,31,62016CJ0408,57
62021CJ0545,32,62007CJ0213,45
62021CJ0545,32,62015CJ0171,39
62021CJ0545,33,62018CJ0285,55
62021CJ0545,37,62018CJ0743,65
62021CJ0545,38,62016CJ0408,60
62021CJ0545,38,62016CJ0408,61
62021CJ0545,43,61985CJ0137,15
62021CJ0545,43,62000CJ0011,156
62021CJ0545,43,62015CJ0128,71
62021CJ0545,52,62011CJ0465,27
62021CJ0545,52,62011CJ0465,28
62021CJ0545,52,62011CJ0465,30
62021CJ0545,53,62016CJ0178,38
62021CJ0548,38,62022CJ0336,25
62021CJ0548,41,62021CJ0158,36
62021CJ0548,41,62022CJ0753,44
62021CJ0548,46,62023CJ0107,61
62021CJ0548,47,62023CJ0107,62
62021CJ0548,48,62021CJ0333,59
62021CJ0548,53,62022CJ0287,32
62021CJ0548,57,62017CJ0623,48
62021CJ0548,57,62018CJ0511,103
62021CJ0548,60,62019CJ0742,31
62021CJ0548,60,62022CJ0352,47
62021CJ0548,61,62020CJ0267,28
62021CJ0548,62,62021CJ0680,32
62021CJ0548,67,62023CJ0107,66
62021CJ0548,71,62020CJ0175,35
62021CJ0548,73,62021CJ0205,122
62021CJ0548,76,62023CJ0148,42
62021CJ0548,79,62022CJ0118,41
62021CJ0548,80,62022CJ0118,42
62021CJ0548,82,62019CJ0658,75
62021CJ0548,84,62022CJ0118,33
62021CJ0548,85,62022CJ0118,39
62021CJ0548,87,62022CJ0118,40
62021CJ0548,88,62021CJ0205,126
62021CJ0548,89,62022CJ0118,62
62021CJ0548,89,62022CJ0118,63
62021CJ0548,94,62021CJ0204,344
62021CJ0548,98,62021CJ0205,65
62021CJ0548,107,62021CJ0205,116
62021CJ0548,107,62021CJ0205,117
62021CJ0548,108,62021CJ0205,118
62021CJ0548,118,62022CJ0333,58
62021CJ0548,119,62022CJ0333,59
62021CJ0548,120,62021CJ0350,70
62021CJ0548,121,62021CJ0350,71
62021CJ0551,29,62013CJ0425,94
62021CJ0551,29,62020CJ0024,47
62021CJ0551,30,62020CJ0024,48
62021CJ0551,61,61988CJ0070,21
62021CJ0551,61,62015CJ0687,40
62021CJ0551,62,62013CJ0409,64
62021CJ0551,62,62020CJ0024,82
62021CJ0551,66,62013CJ0660,39
62021CJ0551,66,62013CJ0660,40
62021CJ0551,78,62020CJ0180,27
62021CJ0551,82,62015CJ0687,42
62021CJ0551,87,62015CJ0389,81
62021CJ0553,22,62020CJ0100,30
62021CJ0553,23,62020CJ0100,30
62021CJ0553,24,62020CJ0100,31
62021CJ0553,24,62020CJ0100,32
62021CJ0553,25,62020CJ0294,59
62021CJ0553,26,62011CJ0294,29
62021CJ0553,26,62020CJ0045,59
62021CJ0553,27,62018CJ0661,59
62021CJ0553,28,62019CJ0677,22
62021CJ0553,29,62020CJ0080,95
62021CJ0553,32,62016CJ0151,45
62021CJ0553,32,62020CJ0045,62
62021CJ0553,32,62020CJ0100,31
62021CJ0553,32,62021CJ0056,34
62021CJ0553,33,62017CJ0081,51
62021CJ0553,34,62014CJ0418,33
62021CJ0554,29,62019CJ0508,59
62021CJ0554,30,62018CJ0625,77
62021CJ0554,31,62018CJ0625,78
62021CJ0554,34,62018CJ0563,32
62021CJ0554,35,62016CJ0064,29
62021CJ0554,35,62018CJ0563,33
62021CJ0554,36,62018CJ0563,34
62021CJ0554,37,62018CJ0563,35
62021CJ0554,39,62019CJ0508,60
62021CJ0554,40,62019CJ0508,61
62021CJ0554,44,62021CJ0204,63
62021CJ0554,45,62019CJ0487,102
62021CJ0554,45,62019CJ0840,219
62021CJ0554,46,62019CJ0487,123
62021CJ0554,47,62021CJ0430,40
62021CJ0554,49,62019CJ0791,58
62021CJ0554,50,62018CJ0625,121
62021CJ0554,51,62018CJ0625,122
62021CJ0554,52,62018CJ0625,123
62021CJ0554,53,62019CJ0791,60
62021CJ0554,55,62018CJ0542,73
62021CJ0554,55,62019CJ0508,73
62021CJ0554,55,62021CJ0718,59
62021CJ0554,56,62019CJ0791,168
62021CJ0554,58,62008CJ0089,56
62021CJ0554,58,62009CJ0197,41
62021CJ0554,58,62009CJ0197,59
62021CJ0554,58,62018CJ0189,61
62021CJ0554,58,62020CJ0019,92
62021CJ0554,58,62020CJ0219,46
62021CJ0554,60,62019CJ0487,133
62021CJ0555,29,62018CJ0778,34
62021CJ0555,32,62018CJ0383,31
62021CJ0555,32,62018CJ0383,32
62021CJ0555,33,62018CJ0383,33
62021CJ0556,19,62019CJ0385,88
62021CJ0556,19,62021CJ0248,40
62021CJ0556,19,62021CJ0248,60
62021CJ0556,20,62021CJ0248,41
62021CJ0556,21,62021CJ0248,42
62021CJ0556,22,62021CJ0248,54
62021CJ0556,22,62021CJ0248,61
62021CJ0556,23,62021CJ0248,44
62021CJ0556,23,62021CJ0248,49
62021CJ0556,30,62017CJ0180,33
62021CJ0556,31,62017CJ0180,34
62021CJ0556,31,62017CJ0180,35
62021CJ0556,31,62019CJ0194,42
62021CJ0556,37,62017CJ0163,58
62021CJ0556,37,62021CJ0248,56
62021CJ0556,38,62017CJ0048,69
62021CJ0556,38,62017CJ0048,70
62021CJ0558,40,62021CJ0202,193
62021CJ0558,66,62008CJ0333,92
62021CJ0558,66,62017CJ0616,46
62021CJ0558,98,62021CJ0119,84
62021CJ0558,99,62009CJ0201,68
62021CJ0559,48,62010CJ0015,60
62021CJ0559,48,62021CJ0119,46
62021CJ0559,50,62021CJ0119,84
62021CJ0559,76,62004CJ0404,125
62021CJ0559,86,62015CJ0323,24
62021CJ0559,86,62015CJ0323,25
62021CJ0559,114,62019CJ0647,36
62021CJ0561,18,62015CJ0154,61
62021CJ0561,18,62021CJ0520,57
62021CJ0561,19,62015CJ0154,62
62021CJ0561,19,62021CJ0520,58
62021CJ0561,20,62015CJ0154,63
62021CJ0561,20,62021CJ0520,58
62021CJ0561,21,62008CJ0040,57
62021CJ0561,21,62015CJ0154,64
62021CJ0561,22,62015CJ0154,65
62021CJ0561,22,62021CJ0520,60
62021CJ0561,23,62015CJ0154,66
62021CJ0561,23,62021CJ0520,61
62021CJ0561,25,62019CJ0485,52
62021CJ0561,26,62019CJ0776,28
62021CJ0561,27,62019CJ0776,29
62021CJ0561,28,62019CJ0776,30
62021CJ0561,29,62019CJ0776,38
62021CJ0561,29,62019CJ0776,39
62021CJ0561,30,62019CJ0776,40
62021CJ0561,31,62018CJ0698,62
62021CJ0561,31,62018CJ0698,64
62021CJ0561,31,62019CJ0224,87
62021CJ0561,31,62021CJ0080,92
62021CJ0561,32,62021CJ0080,93
62021CJ0561,33,62019CJ0776,45
62021CJ0561,34,62019CJ0224,91
62021CJ0561,34,62019CJ0485,63
62021CJ0561,37,62019CJ0776,46
62021CJ0561,39,62018CJ0698,81
62021CJ0561,49,62022CJ0265,60
62021CJ0561,58,62014CJ0421,57
62021CJ0562,16,62019CJ0791,108
62021CJ0562,16,62019CJ0791,110
62021CJ0562,34,62021CJ0428,32
62021CJ0562,40,62021CJ0428,37
62021CJ0562,42,62021CJ0428,38
62021CJ0562,43,62021CJ0428,40
62021CJ0562,44,62018CJ0216,41
62021CJ0562,44,62020CJ0354,37
62021CJ0562,45,62018CJ0216,58
62021CJ0562,45,62020CJ0354,39
62021CJ0562,46,62018CJ0216,59
62021CJ0562,46,62020CJ0354,40
62021CJ0562,47,62021CJ0428,43
62021CJ0562,48,62021CJ0428,44
62021CJ0562,49,62018CJ0551,63
62021CJ0562,50,62020CJ0354,69
62021CJ0562,51,62020CJ0354,63
62021CJ0562,52,62018CJ0216,47
62021CJ0562,52,62018CJ0216,48
62021CJ0562,52,62018CJ0216,49
62021CJ0562,52,62018CJ0216,50
62021CJ0562,52,62018CJ0216,51
62021CJ0562,52,62018CJ0216,52
62021CJ0562,52,62018CJ0216,53
62021CJ0562,52,62018CJ0216,54
62021CJ0562,52,62018CJ0216,55
62021CJ0562,52,62018CJ0216,56
62021CJ0562,52,62018CJ0216,57
62021CJ0562,52,62018CJ0216,58
62021CJ0562,52,62018CJ0216,59
62021CJ0562,52,62018CJ0216,60
62021CJ0562,52,62018CJ0216,61
62021CJ0562,52,62018CJ0216,62
62021CJ0562,52,62018CJ0216,63
62021CJ0562,52,62018CJ0216,64
62021CJ0562,52,62018CJ0216,65
62021CJ0562,52,62018CJ0216,66
62021CJ0562,52,62018CJ0216,67
62021CJ0562,52,62018CJ0216,68
62021CJ0562,52,62018CJ0216,69
62021CJ0562,52,62018CJ0216,70
62021CJ0562,52,62018CJ0216,71
62021CJ0562,52,62018CJ0216,72
62021CJ0562,52,62018CJ0216,73
62021CJ0562,52,62018CJ0216,74
62021CJ0562,52,62018CJ0216,75
62021CJ0562,52,62020CJ0354,54
62021CJ0562,53,62020CJ0354,55
62021CJ0562,56,62019CJ0487,124
62021CJ0562,57,62019CJ0487,125
62021CJ0562,58,62019CJ0487,126
62021CJ0562,62,62020CJ0354,64
62021CJ0562,64,62020CJ0354,57
62021CJ0562,65,62020CJ0354,58
62021CJ0562,67,62018CJ0216,61
62021CJ0562,67,62018CJ0216,62
62021CJ0562,69,62019CJ0748,67
62021CJ0562,70,62018CJ0542,71
62021CJ0562,71,62018CJ0542,73
62021CJ0562,73,62019CJ0487,130
62021CJ0562,74,62018CJ0824,131
62021CJ0562,74,62018CJ0824,132
62021CJ0562,74,62019CJ0487,152
62021CJ0562,74,62019CJ0487,153
62021CJ0562,74,62019CJ0487,154
62021CJ0562,75,62019CJ0272,55
62021CJ0562,75,62019CJ0272,56
62021CJ0562,75,62019CJ0791,103
62021CJ0562,78,62018CJ0216,61
62021CJ0562,85,62018CJ0220,64
62021CJ0562,89,62019CJ0748,77
62021CJ0562,89,62019CJ0748,78
62021CJ0562,89,62019CJ0748,79
62021CJ0562,89,62019CJ0748,80
62021CJ0562,89,62019CJ0748,81
62021CJ0562,89,62019CJ0748,82
62021CJ0562,89,62019CJ0748,83
62021CJ0562,89,62019CJ0748,84
62021CJ0562,89,62019CJ0748,85
62021CJ0562,89,62019CJ0748,86
62021CJ0562,89,62019CJ0748,87
62021CJ0562,89,62019CJ0748,88
62021CJ0562,89,62019CJ0748,89
62021CJ0562,89,62019CJ0748,90
62021CJ0562,99,62018CJ0220,117
62021CJ0562,101,62020CJ0354,61
62021CJ0564,25,62019CJ0485,38
62021CJ0564,36,62016CJ0358,59
62021CJ0564,36,62016CJ0358,60
62021CJ0564,36,62016CJ0358,61
62021CJ0564,37,62016CJ0358,62
62021CJ0564,37,62016CJ0358,68
62021CJ0564,38,62016CJ0358,66
62021CJ0564,39,62016CJ0358,67
62021CJ0564,40,62015CJ0682,97
62021CJ0564,43,62011CJ0300,55
62021CJ0564,43,62011CJ0300,56
62021CJ0564,43,62011CJ0300,57
62021CJ0564,44,62016CJ0358,69
62021CJ0564,51,62011CJ0049,39
62021CJ0564,51,62011CJ0049,40
62021CJ0564,51,62011CJ0049,41
62021CJ0564,51,62011CJ0049,42
62021CJ0564,59,62014CJ0146,41
62021CJ0564,59,62014CJ0146,42
62021CJ0564,59,62014CJ0146,43
62021CJ0564,59,62014CJ0146,44
62021CJ0564,59,62014CJ0146,45
62021CJ0564,59,62014CJ0146,46
62021CJ0564,59,62014CJ0146,47
62021CJ0564,59,62014CJ0146,48
62021CJ0564,59,62014CJ0146,49
62021CJ0564,59,62016CJ0258,33
62021CJ0564,59,62016CJ0258,35
62021CJ0564,59,62016CJ0258,36
62021CJ0564,59,62018CJ0808,204
62021CJ0564,59,62018CJ0808,205
62021CJ0564,59,62018CJ0808,206
62021CJ0564,59,62018CJ0808,207
62021CJ0564,59,62018CJ0808,251
62021CJ0564,61,62014CJ0146,44
62021CJ0564,61,62014CJ0146,45
62021CJ0564,61,62014CJ0146,46
62021CJ0564,61,62019CJ0833,55
62021CJ0565,17,62016CJ0186,35
62021CJ0565,17,62016CJ0186,36
62021CJ0565,17,62017CJ0621,32
62021CJ0565,18,62019CJ0782,57
62021CJ0565,19,62019CJ0259,64
62021CJ0565,21,62021CJ0395,30
62021CJ0565,28,62017CJ0621,36
62021CJ0565,30,62019CJ0259,67
62021CJ0565,31,62019CJ0259,67
62021CJ0565,32,62017CJ0621,43
